"chat","yhat"
0,14.1937991501232
0,16.3728101638901
0,16.050907591339
1,13.8311597372913
0,12.4074016721901
0,13.6877015331943
0,13.5365698178526
0,13.0273045634182
0,16.4445320491817
0,14.7210718410441
0,12.5179908596747
0,14.8861690551932
1,15.8757594867933
0,11.4713309932772
0,13.0606689164824
1,16.1318333422285
0,11.8579153687744
1,12.7164930079558
0,14.6189555792242
0,13.7538139255237
0,13.269061857167
0,15.7360662957381
0,11.9309149304369
0,16.2020035837912
1,16.3233131611119
0,14.3560260741707
0,13.2512867593037
0,12.0191525277085
0,12.0200082999476
0,15.7013525784715
0,13.1946442827523
0,15.1461866878904
0,14.3670403539197
0,13.1190287047329
0,16.0443759075741
0,16.6878735326477
0,11.9197352325236
0,14.7852924409343
0,15.6469748180704
0,17.7035160567339
0,14.208548419703
0,12.7526954892608
0,12.6541856976879
0,13.9127670532206
1,14.8940143916793
0,12.2562173008985
0,13.0334717021313
0,13.9126713838096
0,13.6631497024324
0,13.7216369368046
0,13.8901466898608
0,14.7472998639363
0,11.8362673348946
0,13.1756031120454
0,13.0150551532864
0,13.9935696189947
0,15.9146646101132
0,13.0209577881986
0,13.8717305496874
0,12.2123597812748
0,14.6403838170451
0,13.2002721032073
1,16.6643174314762
0,12.3305849096257
0,17.3341320874035
0,12.0990936919067
1,15.6180868042563
0,13.5290977740367
0,13.1830857868809
0,13.2939804464007
1,13.0552902200062
0,12.7269412763735
0,15.2562333413475
0,15.9958914580878
0,12.6928798488911
0,12.5331483600559
1,14.098628078313
0,12.7874491027833
0,12.9470040918839
0,12.395959646054
0,14.4740108211398
0,10.6089066153066
1,13.4076073194517
1,15.1811683766242
0,12.9040104616933
0,12.4542561025159
0,14.0584767565252
0,12.679544456667
0,14.0552285806949
0,14.4634732960756
0,11.4590574657636
0,14.1273678903973
0,12.8350052433649
0,13.9320511586133
1,12.564991318356
0,11.6820519938027
0,17.2079819153357
0,13.4002434513124
0,15.7103806547197
1,15.0674580572117
0,13.1752110019936
0,13.7310769544457
0,14.6274171956786
0,15.8538073784957
1,14.3413965309323
0,16.274771753554
0,13.9771337945782
0,14.1395027764548
0,13.9312035691132
0,16.0263361211841
0,12.9176881472023
0,10.3993455391383
0,12.6866916336967
0,15.1160361487162
1,13.3123585588875
0,12.0638683573201
0,14.7664527922911
0,15.1137542911078
0,16.4392694197999
1,15.0067753655377
1,16.2391944640641
0,15.2204717871354
0,10.8591322156076
0,14.6215678013836
0,14.3572209425528
0,14.9950999643525
0,16.2617476340293
0,13.498410825854
0,12.7237866818905
0,15.9069889308917
0,12.0022461638133
0,12.7226881861922
0,13.3462297931945
0,12.163291134562
0,15.5822023958981
0,12.3758795907703
0,14.4611173278749
1,11.4380342345418
0,17.540364464749
0,12.6513138423061
0,13.5431782977475
0,12.4447704847847
0,16.3824247885075
0,12.4190884290272
0,14.4631287922519
0,13.6566476100782
0,14.5893183856961
0,12.6417516710639
0,16.1487936886582
0,12.2341505008268
0,10.3010992481317
0,17.6563853452345
1,13.2127890616312
0,14.4539621386732
0,11.0555691079512
0,14.658065807975
0,14.6050796753571
0,11.6997785848762
1,16.7980831720124
0,13.7145485060574
0,14.8615009582255
0,11.357625194929
0,16.6835631900757
0,13.3666920840586
0,12.9704766801826
0,13.9104576884407
0,11.1562727249823
0,14.274966321746
0,14.5314675215377
0,13.0592337260254
0,16.4146779220017
0,11.3192764411315
0,11.6049917188414
0,11.6110966412996
0,13.7913805646287
0,13.2109689071454
0,12.6336870881826
0,14.3719601839865
0,12.7601835765969
0,14.8801462873362
0,12.941465255957
0,14.690185484505
0,13.1214120674698
0,13.2491198579191
0,13.8983366858844
0,13.1631706780814
1,12.6297599297059
0,14.7963421148353
0,16.7875186275636
0,14.1033756504102
0,14.8035612323042
0,13.8185717879508
0,12.6336374080952
0,13.4989128494052
0,13.3686488129973
0,12.9673412130463
1,13.9434733716018
0,13.7901399348486
0,14.8954978231481
1,15.6681195053103
0,12.5318100292734
0,17.4317674458528
1,12.8394177928948
0,17.5411605615169
1,13.2991334402968
0,12.8056243585849
0,16.0773055674787
0,14.6277876140725
0,14.0245504482445
0,14.2969085299397
0,13.4680864930364
0,14.44011850034
0,12.7117854255829
0,13.6765458064024
0,13.2556969133125
0,13.0614248891957
0,14.1187472188543
0,11.9606060690111
0,13.0094714836378
0,12.2419442225272
0,15.1374053753091
0,14.8892706130743
0,13.3542823818376
1,14.6157695920461
0,13.7418061926311
0,10.1729864255703
0,14.3747363238084
1,15.3634658143206
0,14.3383642458677
0,14.9496468492663
1,16.1739471462366
0,13.2855145594348
1,15.5676730668185
0,11.5656423685951
0,13.7715688282514
0,14.5941251273375
0,12.6920731994214
0,15.4432469213387
0,13.0749778163546
0,9.89923961254064
0,13.4955540804209
0,14.7737146687146
0,12.1208525543528
0,14.1824852148299
0,12.0688894724441
0,13.6452329757659
0,13.9979074617172
0,13.8082276414253
0,13.6998989749765
0,15.0357205220398
0,14.6150743391852
0,10.8263079281489
0,12.0669107306272
0,15.3082184710849
0,13.6539264643693
0,12.362102241517
0,11.1873867752113
1,12.8449789372001
0,11.5779918910233
1,14.0634831004168
0,13.4791682638413
0,11.0599328723424
0,12.5109434940792
0,12.2758104715796
0,13.0672988345438
0,14.4447686393969
1,13.7027480278597
0,12.8211287482863
0,13.458679933183
0,14.2958383863305
0,13.774736726611
0,14.8629294561623
0,12.581959662742
0,15.8003514621126
0,12.5139247379984
0,15.0568606580171
0,12.975936621833
0,14.8923407859608
0,14.9272998859312
0,15.1163564839792
0,14.5762872939642
0,13.1242294513339
0,14.3792523615842
0,14.313205742581
0,14.8583943701822
0,13.1745962701182
1,15.0148574374531
0,13.7667306789005
0,12.2603896067871
0,12.3080353691873
1,16.1381909144051
0,13.1990284243467
0,16.8006985891272
0,15.2097090538147
0,13.6190689028142
0,13.156167457136
0,12.9417228348489
0,13.1994513000682
1,18.0059322247698
0,13.3763572529478
0,12.8274796306164
1,13.7531106403373
0,15.7499947910117
0,15.9795101409112
1,11.5864043928719
0,16.3750977557337
0,11.5426183938794
0,13.7003280932573
0,12.1652305124381
1,13.4447125526339
0,12.4852834390972
0,11.8704940046675
0,12.8836832293419
0,16.6372351754694
0,15.2525469058649
0,14.1666455617986
0,12.2761219236303
0,11.5518233885358
0,11.4255593897943
0,17.2713501998762
1,12.936256561306
0,12.9390650365423
0,14.6907613927199
0,17.4816942828888
0,14.8378471196269
0,17.9740048398335
0,16.2516275102368
0,12.2703402402548
0,14.5338130479547
0,15.0139335334364
0,11.0912353318711
0,12.5992352385396
0,13.0164416342666
0,13.8788565937139
0,12.551363736542
0,10.3360876872168
1,14.4309765655967
0,15.0478801203297
0,15.1507356199313
0,11.9408964954867
0,14.8144967019356
0,13.7339675759151
0,13.4336010118934
0,13.7813271451516
0,14.2469169567786
0,14.2457583266743
0,15.5534480901733
1,16.6528437266945
1,13.2077177264717
0,12.0134148476439
0,12.6920461281749
0,15.5869343986719
1,15.9916198593781
0,17.7653169219382
0,14.8260046860419
0,11.2729115389478
0,12.7211740555762
1,14.1699672173803
0,13.8263184628094
0,13.2206877294233
1,12.9245128150431
0,14.5804122295464
0,12.7860939441796
0,11.7982168726625
1,17.0507142970543
1,15.9901359380404
0,14.2472205032077
0,15.2540478741776
0,13.1771435024945
0,15.1075098550625
0,13.3855343389366
0,12.2949849765367
0,14.1787240201428
1,11.3251926826729
0,14.047025767766
0,16.6847643272058
0,12.5261649048986
0,13.7590960432319
0,12.3777468172658
0,14.5303941756713
0,13.1694863694203
0,13.4871207851417
0,13.0426930598069
0,13.1131328290647
0,11.4940311405864
1,15.5242761447194
0,15.2414050768444
0,12.3024671645989
0,13.0914112763227
0,14.7943173121573
0,15.4175724979874
0,15.057561962595
0,17.7097072538635
0,14.4959659523027
0,13.8328728225085
0,12.0679904764334
0,14.7291297855487
0,11.9052512327254
0,13.4342561613396
0,11.3491239921091
0,14.80861488697
0,12.0844440596612
0,14.0379050698404
0,14.4007321943895
0,13.3739360809323
1,12.6673732217008
1,12.9787074563854
0,14.9542121267152
0,14.6654231828541
0,15.575319929718
1,13.8728376142398
0,14.3247644834699
0,15.0762247385143
0,12.9608006363237
0,11.7613139553287
1,16.6888971377398
0,13.9973924604417
0,14.06808285543
0,14.3669510732075
0,14.6723196397913
0,16.9010687598238
0,12.9066644861951
1,12.8448190947159
0,14.8443655326533
0,15.6337216970706
0,13.5300765197197
0,10.9339962761828
0,14.4114205338609
0,16.4518737770175
0,11.8410153076851
0,12.5385152311332
0,13.5430731186442
0,14.0554084916247
1,15.0968304431624
0,15.5656702896006
0,16.2423800078693
0,13.1384407704633
0,11.88186080615
0,12.5486598866564
1,14.5658799217055
0,14.9593548147021
0,14.8599266132867
0,14.2687029181007
1,14.9235856650726
1,16.0812583708601
0,13.7930748257312
0,14.8361711552204
0,14.1694598078116
0,13.9942778980933
0,12.990961640428
0,13.1058737891595
0,12.0499858280292
0,14.984400722918
0,12.427280760882
0,13.4543594590154
0,13.5027422617735
0,11.271973287572
0,14.2129464164355
0,12.9118590802297
0,13.9486878561008
0,13.8871675015688
1,16.6894858634995
0,11.6615139272712
1,14.4139339441952
0,10.9933254581186
0,13.7053484226735
0,12.3353360223704
0,14.343503856464
0,13.4933081580697
0,12.4549651391081
0,13.3660496988124
0,15.6152466088864
0,15.4932600777077
0,12.538622796552
0,15.3268105664455
0,16.0675486917076
0,14.8983486350501
0,13.9605938418775
1,14.9832805614004
0,14.0967995447146
0,17.3627651997798
0,13.6397211103072
0,15.2880739424019
0,11.8826846242163
0,13.1134975450519
0,15.7177517285353
0,13.0439417094746
0,17.1384939729396
0,12.9570270024323
0,16.263537611863
0,11.1179298326632
0,12.0167260454431
0,14.2585240336685
0,13.4745870209041
1,15.9315353103157
0,14.2814346269295
0,13.0075477707339
0,13.9960828789752
0,14.423301736838
0,11.3325520505495
1,15.8947309237711
0,13.5848246552637
0,13.1677595920226
0,13.2820572615031
1,14.5336295718582
0,12.3366220176566
0,13.5934222269269
0,12.2540363095409
0,12.8204873019439
1,14.0281824878989
0,13.3514974424742
1,14.4493827733079
0,13.3190221630857
0,15.7172825595534
1,14.6326612657298
1,14.8713343872322
0,14.382051625466
0,11.2750496130437
0,14.0911163915337
0,13.1446936900916
0,12.2711911888824
0,15.4697769994357
0,14.4442156298818
0,14.5133012315022
1,14.3879174962913
0,13.4931146610862
0,12.4251332921505
0,14.2154579669373
0,11.4703050821302
0,14.6726310926075
0,12.6757134465123
0,11.4650945895834
0,15.0463023895432
0,15.4959238352325
1,15.8485890225658
0,11.8451654612271
0,10.6573426469387
0,17.7160629998904
1,18.6020236873304
0,16.003334976276
0,13.1972225932258
0,10.8627312048296
0,15.5851571330786
0,13.1722261042512
0,13.1473320552237
0,15.7810047580006
0,14.9421378657764
0,12.380891963437
1,13.3482590194097
0,15.4699152443972
0,13.3594020505874
0,16.9831043245308
0,13.3546403100873
0,11.7098076649613
0,14.5767568506324
0,13.44533564532
0,16.4194704444158
0,11.7110236870514
0,15.0107568377118
0,13.1052992598441
0,13.8140505884026
0,13.3792291982508
0,14.8322006728368
1,12.5876067216251
0,13.1990995323107
0,11.1672732853478
0,14.3887620723279
0,14.3306290652175
0,11.6116358359098
0,14.0640033608305
0,11.9259319769558
0,14.9152315492594
0,11.6142563372638
0,14.9229389957347
0,12.0666905987032
0,13.2365968851739
0,13.6287011503082
0,12.0632546111079
1,13.4083208961918
0,15.6148577526645
0,12.7884470194477
0,11.8647445984409
0,15.0357345157448
1,13.3082106241097
0,13.2500746808884
0,12.3276549856997
0,15.1049793086212
0,12.2403448280707
0,12.2219223099757
0,14.2730850968721
0,14.1072388546002
0,13.2952246900873
0,12.1383493599142
0,12.8396284006357
0,15.359084553582
0,13.8380528860639
0,12.2998512730176
0,13.680096640436
0,11.7947780786492
1,15.1524383482615
0,13.8130572795033
1,12.8890530264756
0,12.605010829755
0,14.5533459068345
0,12.8652678129464
1,15.2504635312063
0,12.7700003053911
0,14.5960316958402
0,12.965345066928
0,13.3476200552752
0,14.8468549850949
1,14.1770656589201
1,14.3147855643803
0,13.6977974130117
1,14.7992812223342
0,13.5703062918243
0,10.6806774751514
0,12.6533045043864
0,15.9588887414376
0,14.5697715980427
0,14.4067892740691
1,12.8539322633655
0,10.6588629892529
0,12.6485187260261
0,13.6904645696099
1,13.7362947678035
0,15.9938284705765
0,16.0905593921769
0,11.9202764531693
0,12.9162339155747
0,12.5124361370697
0,16.1243076267786
0,13.8118178655803
0,13.0314499529965
0,13.5879964374706
0,14.4096184306018
0,14.9892954588578
0,15.2590989745225
0,11.5866526977524
0,13.6150099533527
0,15.5623123727409
0,12.6581721467409
0,15.1529673057474
1,18.5029630891983
1,16.0762755009359
0,10.8828929367272
0,13.1455279573242
0,15.3112117954553
0,12.8466639553505
0,14.0809999776293
0,14.6229022997143
1,14.0271729185583
0,15.6861500699683
0,13.0312255157618
1,12.0214664181372
0,10.9455440739824
0,12.8319891413716
0,11.3431303607493
1,13.0832367152419
0,11.557662888296
0,12.9736489889743
0,15.8358955618512
0,14.3032945560442
0,13.5033308482793
0,10.8321801134284
0,14.44632366311
0,13.6829829436709
0,10.9386307642155
0,15.4771474087884
0,13.7636683002829
0,12.2492477669683
0,14.356898338438
0,13.6335462288632
0,13.2553997427198
0,15.2575289493868
0,14.3343189186973
1,13.228533836704
0,12.9137226910487
0,12.6966393419565
0,14.0103818162544
0,16.2184988380708
0,13.3407948464373
0,15.4810958549613
0,12.4147931570309
1,11.9831477712615
0,15.1936454271899
0,12.9594398644063
1,15.4652210541076
0,14.4389278341914
0,11.5777531351332
0,15.1124677966047
0,17.0800402736575
0,14.5500144243227
0,12.3303027224464
1,16.2966149661496
0,14.8717037759104
0,15.5494528778702
0,14.9047818351553
0,12.5423961331637
0,16.3814117694434
0,16.1861408842549
0,13.8314590054565
0,13.158584177872
0,11.6514039941567
0,12.9517213834566
0,14.675103986532
1,14.998641014358
0,16.1531555627918
1,14.4191607350921
1,15.9026286080353
0,12.2343516923603
0,15.0444192218416
0,13.319463504585
0,13.9977514352575
0,13.0720742074719
1,16.499340825276
0,14.856398911376
0,11.5661731972033
1,14.021247443968
0,14.6721701969405
0,14.6790831283766
0,14.5835744384877
0,11.0996977022341
0,15.1115939623257
0,12.8712718442251
0,16.5372668026647
0,15.3870670934289
0,10.6453164682129
0,13.1686244326754
0,9.64127893813995
0,15.6403016498761
1,12.8036958384443
0,12.0912345756582
0,15.420442190143
0,12.9707152050136
0,14.6576849797352
0,14.4706293354349
1,17.5284952461413
0,13.0471652193728
0,15.6211717141227
0,14.6891176354235
0,12.8093658017909
0,15.2684716983624
0,11.8955954877808
0,10.9358376564018
1,15.7360048545272
0,13.9706976690132
0,11.9483581021325
0,14.6500944898636
0,15.1955188028084
0,15.8912345782078
0,16.6298091827165
0,11.5137464651401
1,14.838047064224
0,16.0296091213731
1,15.1645342542083
1,16.6090363777082
0,12.4671029727669
0,16.0712527869794
0,13.7627343285645
0,12.589600129282
0,13.5702647737466
0,14.9728154997317
0,16.4325802089311
0,13.4661394038467
0,12.6610276587034
0,16.3035185687668
0,13.341899526928
0,15.8906165239158
0,16.6920851115078
0,13.6986192592498
0,14.3685004892452
0,15.3140468312361
0,13.2352682072748
0,13.5229436901117
0,15.3227090121666
0,12.5401146308934
0,15.449166370348
0,14.8923425664427
0,13.0392418216561
0,12.5523445210497
0,14.4683564053967
0,17.1637578979466
0,14.8314121238431
0,13.6977876438391
0,15.942999628566
0,10.3993729689473
0,14.9914127431166
0,12.9920717487881
0,14.4627759601124
0,14.9077158385548
0,13.7151226127543
0,15.1348629233003
0,16.9280284522423
0,13.5802500655208
0,14.4823461497148
0,14.8698112170261
0,10.8364287587933
0,11.7066794861116
0,11.4531880787135
0,11.4805750839237
0,13.1902580835633
1,11.9503588204363
0,11.6175753976138
0,16.6067565652803
0,15.717650264884
0,11.3310135459975
0,13.2537891957884
0,15.8486058203271
0,13.8581768984433
0,12.3315391261385
0,12.5661645595121
0,14.7148163256463
0,14.1009804762095
1,13.6741188561738
1,13.7501821685556
0,14.0110955384592
0,13.3875547076584
0,14.8635926602542
0,14.3836342421492
0,16.2669688009113
1,14.1633932872973
0,13.048056183502
0,13.5671890600288
0,13.1613775054441
0,13.8658223279318
0,15.154071028712
0,16.258280317541
1,13.1059335983653
0,14.8285859606459
1,15.4038808047195
0,13.7332368529941
0,11.6188677468071
0,10.7180264976269
0,14.6407291809617
0,15.4399815433041
0,11.6403519253458
0,12.7476790553871
0,10.9057169539918
0,14.1770519580998
0,12.3359805966899
0,11.3169696962884
0,13.6582901682165
1,13.3392651734304
0,11.6622362379881
0,13.4472129569379
0,15.2895479566556
0,14.9870390756768
0,13.1023346259644
0,17.399124020057
0,14.2004449524856
0,14.2701870134355
0,16.7118960530956
1,14.3667700487286
0,14.0202039366521
1,13.4752194908988
0,12.1156848377541
0,11.6166376119799
0,12.4814364134936
1,13.4492131223483
0,16.3297681880866
0,15.3529940606592
0,14.6460803329115
1,12.3246900118937
0,15.3877180846809
0,13.2189808505232
1,13.5089773234374
0,13.8879017763024
0,12.5325789549093
0,15.5472100623338
0,14.6055939534048
0,12.5624253988859
0,13.1733748102684
0,15.9140887244591
0,15.8111842806366
0,16.080200323059
0,14.553586305239
0,15.1078698614287
0,14.4060743873431
0,13.5570854721973
0,12.562500981128
0,15.8019412114172
0,16.8837198046411
0,15.1641832974312
0,15.3321124637501
0,14.4004053339909
0,13.4874512692913
0,12.3056661736967
1,16.0457953629424
0,15.6433280535234
0,13.8885480460557
0,14.1006365820679
0,13.1238009886111
0,17.1203793992088
0,15.6533857781366
0,12.4740366153411
0,15.1830953441635
0,11.9392135511829
0,15.1102024116647
0,13.1983902421868
0,14.285555860167
1,15.08057967483
0,15.2947024421673
0,13.6317707166342
0,13.5736251546292
0,13.6164505191042
0,12.8014665514342
0,11.7977143949477
0,13.0347417366597
0,14.4616647008588
0,15.2511016837309
0,13.9280451643061
1,13.3618218955205
0,14.6962043947596
1,13.2814535607063
0,12.1177219313412
0,12.9797598141828
0,12.3815759081672
0,12.5765736594934
0,13.8347986865668
0,12.8920838496054
0,11.4938605560878
0,12.6886111391411
0,11.8320951219559
0,13.1271211298837
0,13.9698091415254
0,12.8647948348966
0,15.2415229592695
0,13.6243827867823
1,14.4901419906182
1,11.0947429852823
1,13.4851567989964
0,15.0896069290493
0,14.8128704604786
0,12.3718318688629
0,15.4084579821117
0,15.5689558787057
0,13.8310033425409
0,12.5947371791962
0,13.4056187578
0,14.2147789688305
0,14.8356742344345
0,12.0996165587849
0,14.3853035305719
0,13.1523512674134
0,12.7934481784441
0,14.2399230170708
0,12.4790521791112
0,13.6346450642131
0,15.3217652398753
1,12.0573431672329
0,14.0132668740305
0,15.6383179903585
0,13.880486470475
0,13.2504081696563
0,14.0057484559151
0,16.7098855621715
0,15.180544340722
0,17.4966276782524
0,17.0461877810662
1,13.3814364369219
1,14.8464713146194
0,12.6412041835306
0,17.1252831463959
0,11.9272572943109
0,11.5155631248115
0,14.9007536213326
0,11.4224254190398
0,16.0542209067994
0,16.0549847824284
0,14.5822004068485
0,15.3123281048136
0,15.531513707517
0,12.9916820704338
0,13.7618314426816
0,14.0321130112821
0,14.7943982589412
0,12.2302257881981
0,12.888125618848
0,14.0720928199466
0,14.0052759513805
0,15.2172059965687
1,13.0975346954071
0,15.485599639286
0,14.9694415596001
0,16.0610895752386
1,12.5411293638962
0,10.6939108916999
1,16.3233260902751
0,13.5173815136251
0,17.4751274683108
0,13.8468082600137
0,15.8229936689332
1,13.8171491496459
0,14.2137790159225
0,13.5609318570236
0,14.0274899669148
0,12.4059878167322
1,13.2747974638145
0,12.0995524835267
0,11.9740006331926
0,14.7011627283029
0,15.4632454422562
1,12.9532285411194
0,13.6584575208108
1,12.8037465899129
0,16.2847086498977
0,13.1133525055514
0,12.7358026946788
0,12.0999164525308
0,14.2857736815193
0,13.6948699628942
1,14.3011939627116
0,13.6968450767754
0,12.441028066446
0,12.4578170629281
0,12.0875142911212
0,16.4660253287699
0,13.3301960950961
0,11.1014749706854
0,13.0101904442132
0,15.7890309415256
0,11.9861594688636
0,17.2007463304699
0,14.4196318381417
0,15.5473112162149
0,14.679187770258
0,12.4838339396072
0,15.1984199226756
0,12.2798853211878
0,16.6977719353741
0,15.8005359599664
1,14.7909220018568
1,13.3024532377356
0,11.4053022602562
0,13.9792914918816
0,12.877488004755
0,12.5758162044395
0,13.3480651147355
0,17.0078621021587
0,11.3903245357535
0,14.2173253952254
0,16.5356804327408
0,15.2763622352567
0,16.4210518344557
1,15.4955431014942
0,15.1142242540242
1,14.7678795159649
0,16.0167742348249
0,11.8943502599776
0,14.530665264788
0,13.1468646252507
0,11.628865332458
0,12.0844972721101
0,14.2703012842873
0,12.7292200667314
0,13.7868302653176
0,14.7956237465375
0,12.346584553363
0,15.3357884953249
0,14.6525466870045
0,13.1058799010648
0,16.3240054703211
1,16.6616235934386
0,14.8317447955425
0,14.3808319791208
0,14.5437001303812
1,15.6159582752597
0,12.1813921182524
0,13.2791095911824
0,15.934333073404
0,12.3076167691263
0,14.6197027859608
0,14.660270143599
0,13.2903823927638
0,12.6681044756458
0,15.9854590339901
1,13.7264285653989
0,12.0591469767914
0,12.3500580826185
0,16.0509256537797
0,14.7979041675445
0,13.7393492656717
0,15.4874442376122
0,13.1706425826752
0,11.9796283642856
0,14.9090340203095
1,15.772160180592
0,12.1164429530878
1,13.0390722256029
0,13.5024327328677
0,13.1096907030923
1,16.4019771695747
1,13.8762974266542
0,13.0931236700755
0,15.0425912725286
0,15.2437797962884
0,13.9180229568372
0,12.7876466274731
1,12.8732719573226
0,13.5784069700418
1,14.1695864481271
0,15.4150137586625
0,15.2674572528888
0,12.7246084759037
1,16.6311374495653
1,15.7914173561523
0,14.0054245606556
1,15.1654148426796
0,15.4099270948563
0,13.40004158898
0,15.5308805552446
0,10.4024803679938
0,13.7119993241325
1,13.3395458417953
0,16.1080879658022
0,16.0793801978584
0,15.2966413418371
0,16.4763991421168
0,14.215941831283
0,16.2329648339275
0,13.8647811030292
0,11.56630648636
1,14.9914886964237
0,12.9672452169498
0,13.4167539740257
0,13.2069127225234
1,13.4592950665552
0,16.2736881991145
0,12.909934603239
0,13.2640506092841
0,12.1696133681843
1,13.6181315104363
0,9.97104256504835
1,14.6481673494222
0,15.5464906786488
1,12.2952477109971
0,13.2165845461689
0,11.4153245163256
0,11.8757168124983
0,15.7350804502226
1,13.5950573088204
0,14.719356979747
0,11.0344619613594
0,12.2541198102244
0,14.4655495509464
1,11.5846662003433
1,14.4653558580238
0,16.3131975606259
1,14.4535734377047
0,11.1158735697474
0,13.8641771241472
0,12.1182460158264
0,11.210440806716
0,13.9722420067834
0,12.8987866587964
0,14.4300920126371
0,13.283302263106
1,11.3887956511508
1,12.2146848991981
0,14.9298621499632
0,13.7538945472746
0,14.1992444746325
0,15.7603622442163
0,13.876831362484
0,14.2264043896725
0,15.3151462558689
0,11.9124294600263
1,13.7675114394602
0,14.2428465299183
0,12.8683130297807
0,15.201835097879
0,14.1697726960875
1,13.2228343676784
0,13.1271870551215
0,13.6518128545566
0,13.9740073881785
0,13.4243078349216
0,15.0230405026065
0,12.317320805963
0,11.9708569720231
0,11.3692670709697
0,15.4541625994552
0,12.6613983907293
0,13.6316657080547
0,15.161972008552
0,13.2581365766648
0,11.9827784621827
1,12.1460325469896
0,15.835247444947
0,12.3615127876346
0,15.6172894718122
0,11.1338588927406
0,12.5752455866065
0,17.5442527569985
0,13.198239271132
1,13.3097631004021
1,15.444601081616
0,18.0058589034683
0,16.1109745621937
0,11.475259568092
0,13.209953256582
0,13.4707639909853
1,13.4040328966245
1,14.6446503860061
0,12.7021350641855
1,16.7262291447208
0,13.2023556444002
1,12.4867898599364
0,13.7188338235623
0,13.7044838615351
0,15.3084914005727
0,12.5037335040445
0,17.7581902885448
0,10.900400118328
0,14.5203599464749
